"5° 07' 38.682000"" E,77° 37' 30.000000"" N,40.366"
"5° 12' 38.821200"" E,77° 37' 30.000000"" N,40.358"
"5° 17' 38.956800"" E,77° 37' 30.000000"" N,40.34"
"5° 22' 39.096000"" E,77° 37' 30.000000"" N,40.321"
